Country Name,Country Code,Year,Year Code,ARI treatment (% of children under 5 taken to a health provider) [SH.STA.ARIC.ZS],Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS],Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Diarrhea treatment (% of children under 5 who received ORS packet) [SH.STA.ORTH],"Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]","Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]",Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women) [SH.MLR.IPTP.ZS],Malaria cases reported [SH.STA.MALR],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]","Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],Use of insecticide-treated bed nets (% of under-5 population) [SH.MLR.NETS.ZS]
Gabon,GAB,2017,YR2017,..,..,..,..,254.2400955,529,..,35244,48,80,25,..
Gabon,GAB,2018,YR2018,..,..,..,..,248.2263982,525,..,111719,51,77,50,..
Gabon,GAB,2019,YR2019,..,..,..,..,..,521,..,..,48,84,..,..
"Gambia, The",GMB,2017,YR2017,..,..,..,..,53.02091332,166,43.4,72412,68,21,81,62.4
"Gambia, The",GMB,2018,YR2018,53.2,..,48.3,43.9,65.99733695,162,37.5,91742,65,22,88,56
"Gambia, The",GMB,2019,YR2019,..,..,..,..,..,158,..,..,71,19,..,..
Georgia,GEO,2017,YR2017,..,..,..,..,0,86,..,0,76,4.2,84,..
Georgia,GEO,2018,YR2018,..,..,38.4,42.4,0,80,..,0,73,4,84,..
Georgia,GEO,2019,YR2019,..,..,..,..,..,74,..,..,73,3.8,..,..
Germany,DEU,2017,YR2017,..,..,..,..,..,6.8,..,..,95,0.36,71,..
Germany,DEU,2018,YR2018,..,..,..,..,..,6.7,..,..,95,0.36,71,..
Germany,DEU,2019,YR2019,..,..,..,..,..,5.8,..,..,95,0.36,..,..
Ghana,GHA,2017,YR2017,..,..,..,..,212.5594029,152,..,5584185,32,36,85,..
Ghana,GHA,2018,YR2018,55.5,..,38.7,47.8,224.3415786,148,51.7,4808163,32,36,84,48.6
Ghana,GHA,2019,YR2019,..,..,..,..,..,144,61,..,34,34,..,54.1
Gibraltar,GIB,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,2017,YR2017,..,..,..,..,..,4.7,..,..,87,0.46,..,..
Greece,GRC,2018,YR2018,..,..,..,..,..,4.4,..,..,87,0.46,0,..
Greece,GRC,2019,YR2019,..,..,..,..,..,4.3,..,..,96,0.46,..,..
Greenland,GRL,2017,YR2017,..,..,..,..,..,116,..,..,87,9.5,77,..
Greenland,GRL,2018,YR2018,..,..,..,..,..,100,..,..,87,8,..,..
Greenland,GRL,2019,YR2019,..,..,..,..,..,128,..,..,87,11,..,..
Grenada,GRD,2017,YR2017,..,..,..,..,..,3.1,..,..,87,1.6,67,..
Grenada,GRD,2018,YR2018,..,..,..,..,..,2.1,..,..,87,1.5,50,..
Grenada,GRD,2019,YR2019,..,..,..,..,..,3.1,..,..,87,1.5,..,..
Guam,GUM,2017,YR2017,..,..,..,..,..,59,..,..,87,4.8,89,..
Guam,GUM,2018,YR2018,..,..,..,..,..,49,..,..,87,4,80,..
Guam,GUM,2019,YR2019,..,..,..,..,..,54,..,..,87,4.4,..,..
Guatemala,GTM,2017,YR2017,..,..,..,..,0.343006025,25,..,3743,80,2,87,..
Guatemala,GTM,2018,YR2018,..,..,..,..,0.270414531,26,..,3021,80,1.8,88,..
Guatemala,GTM,2019,YR2019,..,..,..,..,..,26,..,..,80,1.7,..,..
Guinea,GIN,2017,YR2017,..,..,..,..,311.5302271,176,..,1335323,65,23,88,..
Guinea,GIN,2018,YR2018,83.2,24.8,42.4,54.9,283.8873937,176,35.7,1214996,65,22,90,26.6
Guinea,GIN,2019,YR2019,..,..,..,..,..,176,..,..,73,19,..,..
Guinea-Bissau,GNB,2017,YR2017,..,..,..,..,78.33072413,361,..,92846,34,73,64,..
Guinea-Bissau,GNB,2018,YR2018,..,..,..,..,123.3119067,361,..,125511,30,72,71,..
Guinea-Bissau,GNB,2019,YR2019,..,..,..,..,..,361,..,..,35,72,..,..
Guyana,GUY,2017,YR2017,..,..,..,..,32.55213372,84,..,13974,80,15,71,..
Guyana,GUY,2018,YR2018,..,..,..,..,44.37058974,83,..,19140,80,15,72,..
Guyana,GUY,2019,YR2019,..,..,..,..,..,79,..,..,80,15,..,..
Haiti,HTI,2017,YR2017,37.2,1.1,51.6,39.3,3.554675533,181,..,20150,75,9.5,78,18.2
Haiti,HTI,2018,YR2018,..,..,..,..,1.610034702,176,..,8828,69,9.2,82,..
Haiti,HTI,2019,YR2019,..,..,..,..,..,170,..,..,68,8.9,..,..
Heavily indebted poor countries (HIPC),HPC,2017,YR2017,51.82722227,29.09847887,38.20989632,..,207.3751857,..,..,..,..,..,..,53.90684808
Heavily indebted poor countries (HIPC),HPC,2018,YR2018,..,..,..,..,198.9610468,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,2017,YR2017,..,..,..,..,..,13,..,..,89,1,75,..
High income,HIC,2018,YR2018,..,..,..,..,..,12,..,..,88,1,72,..
High income,HIC,2019,YR2019,..,..,..,..,..,11,..,..,87,0.97,..,..
Honduras,HND,2017,YR2017,..,..,..,..,0.219651503,37,..,1392,80,4.2,87,..
Honduras,HND,2018,YR2018,..,..,..,..,0.132882286,37,..,784,80,4.4,88,..
Honduras,HND,2019,YR2019,..,..,..,..,..,31,..,..,80,4.6,..,..
"Hong Kong SAR, China",HKG,2017,YR2017,..,..,..,..,..,68,..,..,87,2.6,65,..
"Hong Kong SAR, China",HKG,2018,YR2018,..,..,..,..,..,67,..,..,87,2.3,64,..
"Hong Kong SAR, China",HKG,2019,YR2019,..,..,..,..,..,63,..,..,87,2.2,..,..
Hungary,HUN,2017,YR2017,..,..,..,..,..,7.7,..,..,87,0.64,67,..
Hungary,HUN,2018,YR2018,..,..,..,..,..,7.1,..,..,87,0.44,66,..
Hungary,HUN,2019,YR2019,..,..,..,..,..,6.3,..,..,87,0.28,..,..
IBRD only,IBD,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,2017,YR2017,..,..,..,..,..,4.5,..,..,87,0.61,92,..
Iceland,ISL,2018,YR2018,..,..,..,..,..,2.7,..,..,87,0.6,100,..
Iceland,ISL,2019,YR2019,..,..,..,..,..,4.4,..,..,87,0.4,..,..
IDA & IBRD total,IBT,2017,YR2017,..,..,..,..,59.44680979,..,..,..,..,..,..,..
IDA & IBRD total,IBT,2018,YR2018,..,..,..,..,57.87914496,..,..,..,..,..,..,..
IDA & IBRD total,IBT,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,2017,YR2017,..,..,..,..,7.472873162,204,..,844558,60,33,81,..
India,IND,2018,YR2018,..,..,..,..,5.330432232,199,..,429928,71,32,82,..
India,IND,2019,YR2019,..,..,..,..,..,193,..,..,82,32,..,..
Indonesia,IDN,2017,YR2017,92.1,0.2,61,36.1,6.77378967,319,..,258519,52,36,85,..
Indonesia,IDN,2018,YR2018,..,..,..,..,3.866192989,316,..,190562,67,35,83,..
Indonesia,IDN,2019,YR2019,..,..,..,..,..,312,..,..,67,34,..,..
"Iran, Islamic Rep.",IRN,2017,YR2017,..,..,..,..,0.072843823,14,..,60,80,1.1,86,..
"Iran, Islamic Rep.",IRN,2018,YR2018,..,..,..,..,0,14,..,0,80,1.1,86,..
"Iran, Islamic Rep.",IRN,2019,YR2019,..,..,..,..,..,13,..,..,80,1.1,..,..
Iraq,IRQ,2017,YR2017,..,..,..,..,0,42,..,0,48,2.4,92,..
Iraq,IRQ,2018,YR2018,44.4,..,36.8,25.4,0,42,..,0,44,2.2,93,..
Iraq,IRQ,2019,YR2019,..,..,..,..,..,41,..,..,41,2.1,..,..
Ireland,IRL,2017,YR2017,..,..,..,..,..,7.3,..,..,87,0.39,35,..
Ireland,IRL,2018,YR2018,..,..,..,..,..,7,..,..,87,0.39,39,..
Ireland,IRL,2019,YR2019,..,..,..,..,..,5.8,..,..,87,0.39,..,..
Isle of Man,IMN,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,2017,YR2017,..,..,..,..,..,3.3,..,..,87,0.15,87,..
Israel,ISR,2018,YR2018,..,..,..,..,..,4,..,..,87,0.15,78,..
Israel,ISR,2019,YR2019,..,..,..,..,..,2.9,..,..,87,0.15,..,..
Italy,ITA,2017,YR2017,..,..,..,..,..,7.3,..,..,87,0.53,..,..
Italy,ITA,2018,YR2018,..,..,..,..,..,7.2,..,..,87,0.53,..,..
Italy,ITA,2019,YR2019,..,..,..,..,..,7.1,..,..,74,0.53,..,..
Jamaica,JAM,2017,YR2017,..,..,..,..,..,5.2,..,..,80,0.26,27,..
Jamaica,JAM,2018,YR2018,..,..,..,..,..,3.5,..,..,80,0.26,22,..
Jamaica,JAM,2019,YR2019,..,..,..,..,..,3.2,..,..,80,0.26,..,..
Japan,JPN,2017,YR2017,..,..,..,..,..,15,..,..,87,2.9,68,..
Japan,JPN,2018,YR2018,..,..,..,..,..,14,..,..,87,2.9,66,..
Japan,JPN,2019,YR2019,..,..,..,..,..,13,..,..,87,2.9,..,..
Jordan,JOR,2017,YR2017,..,..,..,..,..,6.7,..,..,80,0.12,56,..
Jordan,JOR,2018,YR2018,71.8,..,46.2,44.4,..,5,..,..,80,0.12,67,..
Jordan,JOR,2019,YR2019,..,..,..,..,..,5.5,..,..,80,0.12,..,..
Kazakhstan,KAZ,2017,YR2017,..,..,..,..,0,69,..,0,100,3.7,91,..
Kazakhstan,KAZ,2018,YR2018,..,..,..,..,0,67,..,0,100,2.4,90,..
Kazakhstan,KAZ,2019,YR2019,..,..,..,..,..,68,..,..,98,1.6,..,..
Kenya,KEN,2017,YR2017,..,..,..,..,70.09764373,319,..,3419883,52,50,83,..
Kenya,KEN,2018,YR2018,..,..,..,..,70.09764252,292,..,1852509,63,38,84,..
Kenya,KEN,2019,YR2019,..,..,..,..,..,267,..,..,60,37,..,..
Kiribati,KIR,2017,YR2017,..,..,..,..,..,422,..,..,80,38,89,..
Kiribati,KIR,2018,YR2018,..,..,..,..,..,349,..,..,80,37,92,..
Kiribati,KIR,2019,YR2019,86.5,..,48.5,61.3,..,436,..,..,80,37,..,69.2
"Korea, Dem. People's Rep.",PRK,2017,YR2017,85.6,..,70.6,74.1,0.460732778,513,..,4575,77,..,83,..
"Korea, Dem. People's Rep.",PRK,2018,YR2018,..,..,..,..,0.360643545,513,..,3598,69,..,83,..
"Korea, Dem. People's Rep.",PRK,2019,YR2019,..,..,..,..,..,513,..,..,73,..,..,..
"Korea, Rep.",KOR,2017,YR2017,..,..,..,..,0.12189844,70,..,436,94,4.2,83,..
"Korea, Rep.",KOR,2018,YR2018,..,..,..,..,0.139865255,65,..,501,94,4.2,82,..
"Korea, Rep.",KOR,2019,YR2019,..,..,..,..,..,59,..,..,94,4,..,..
Kosovo,XKX,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,2017,YR2017,..,..,..,..,..,28,..,..,87,0.77,89,..
Kuwait,KWT,2018,YR2018,..,..,..,..,..,23,..,..,87,0.77,83,..
Kuwait,KWT,2019,YR2019,..,..,..,..,..,22,..,..,87,0.77,..,..
Kyrgyz Republic,KGZ,2017,YR2017,..,..,..,..,0,124,..,0,87,7,82,..
Kyrgyz Republic,KGZ,2018,YR2018,..,..,60.5,36.4,0,116,..,0,87,6.2,81,..
Kyrgyz Republic,KGZ,2019,YR2019,..,..,..,..,..,110,..,..,87,5.5,..,..
Lao PDR,LAO,2017,YR2017,39.8,..,61.1,56.1,5.626682587,168,1,11753,49,37,89,49.8
Lao PDR,LAO,2018,YR2018,..,..,..,..,4.201254144,162,..,8913,57,30,88,..
Lao PDR,LAO,2019,YR2019,..,..,..,..,..,155,..,..,61,27,..,..
Late-demographic dividend,LTE,2017,YR2017,..,..,..,..,0.422420132,..,..,..,..,..,..,..
Late-demographic dividend,LTE,2018,YR2018,..,..,..,..,0.432322104,..,..,..,..,..,..,..
Late-demographic dividend,LTE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,2017,YR2017,..,..,..,..,6.910309392,43,..,..,82,2.8,76,..
Latin America & Caribbean,LCN,2018,YR2018,..,..,..,..,6.735049137,43,..,..,82,2.7,75,..
Latin America & Caribbean,LCN,2019,YR2019,..,..,..,..,..,43,..,..,82,2.6,..,..
Latin America & Caribbean (excluding high income),LAC,2017,YR2017,..,..,..,..,3.807206419,44,..,..,82,2.8,76,..
Latin America & Caribbean (excluding high income),LAC,2018,YR2018,..,..,..,..,3.698883071,44,..,..,82,2.7,75,..
Latin America & Caribbean (excluding high income),LAC,2019,YR2019,..,..,..,..,..,44,..,..,82,2.6,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,YR2017,..,..,..,..,6.910309392,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,YR2018,..,..,..,..,6.735049137,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,2017,YR2017,..,..,..,..,..,32,..,..,87,3.2,..,..
Latvia,LVA,2018,YR2018,..,..,..,..,..,29,..,..,..,2.7,..,..
Latvia,LVA,2019,YR2019,..,..,..,..,..,26,..,..,..,2.2,..,..
Least developed countries: UN classification,LDC,2017,YR2017,51.49462693,22.56666282,39.91000211,..,181.6988268,..,..,..,..,..,..,50.20629476
Least developed countries: UN classification,LDC,2018,YR2018,..,..,..,..,175.0325421,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,2017,YR2017,..,..,..,..,..,10,..,..,87,0.85,84,..
Lebanon,LBN,2018,YR2018,..,..,..,..,..,11,..,..,87,0.89,81,..
Lebanon,LBN,2019,YR2019,..,..,..,..,..,13,..,..,87,1,..,..
Lesotho,LSO,2017,YR2017,..,..,..,..,..,681,..,..,50,46,76,..
Lesotho,LSO,2018,YR2018,57.5,..,54.5,39.7,..,659,..,..,51,50,77,..
Lesotho,LSO,2019,YR2019,..,..,..,..,..,654,..,..,51,57,..,..
Liberia,LBR,2017,YR2017,..,..,..,..,401.1095601,308,..,1783968,53,57,77,..
Liberia,LBR,2018,YR2018,..,..,..,..,361.5039793,308,..,0,53,56,75,..
Liberia,LBR,2019,YR2019,..,..,..,..,..,308,..,..,54,56,..,..
Libya,LBY,2017,YR2017,..,..,..,..,..,40,..,..,52,8.7,59,..
Libya,LBY,2018,YR2018,..,..,..,..,..,40,..,..,68,6.2,69,..
Libya,LBY,2019,YR2019,..,..,..,..,..,59,..,..,56,12,..,..
Liechtenstein,LIE,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,2017,YR2017,..,..,..,..,..,51,..,..,87,5.6,83,..
Lithuania,LTU,2018,YR2018,..,..,..,..,..,44,..,..,87,4.2,87,..
Lithuania,LTU,2019,YR2019,..,..,..,..,..,42,..,..,87,4,..,..
Low & middle income,LMY,2017,YR2017,..,..,..,..,59.39749803,159,..,..,62,20,85,..
Low & middle income,LMY,2018,YR2018,..,..,..,..,57.82591272,155,..,..,68,19,85,..
Low & middle income,LMY,2019,YR2019,..,..,..,..,..,152,..,..,71,18,..,..
Low income,LIC,2017,YR2017,..,27.99006934,..,..,204.3796926,193,..,..,63,27,87,52.92265107
Low income,LIC,2018,YR2018,..,..,..,..,195.5828521,190,..,..,66,24,87,..
Low income,LIC,2019,YR2019,..,..,..,..,..,187,..,..,68,23,..,..
Lower middle income,LMC,2017,YR2017,75.94392393,18.8925568,41.57633646,..,45.51217778,215,..,..,58,31,84,..
Lower middle income,LMC,2018,YR2018,..,..,..,..,44.55304019,211,..,..,64,30,84,..
Lower middle income,LMC,2019,YR2019,..,..,..,..,..,206,..,..,70,29,..,..
Luxembourg,LUX,2017,YR2017,..,..,..,..,..,6.2,..,..,87,0.18,0,..
Luxembourg,LUX,2018,YR2018,..,..,..,..,..,8,..,..,87,0.18,..,..
Luxembourg,LUX,2019,YR2019,..,..,..,..,..,9,..,..,87,0.18,..,..
"Macao SAR, China",MAC,2017,YR2017,..,..,..,..,..,70,..,..,87,5.8,82,..
"Macao SAR, China",MAC,2018,YR2018,..,..,..,..,..,60,..,..,87,4.8,83,..
"Macao SAR, China",MAC,2019,YR2019,..,..,..,..,..,65,..,..,87,5.3,..,..
Madagascar,MDG,2017,YR2017,..,..,..,..,75.66505026,233,..,935229,53,50,84,..
Madagascar,MDG,2018,YR2018,40.4,..,41.2,18.7,82.39677899,233,14.9,1081128,55,48,83,62.3
Madagascar,MDG,2019,YR2019,..,..,..,..,..,233,..,..,59,44,..,..
Malawi,MWI,2017,YR2017,..,29.4,..,..,216.2636254,162,41.1,4901344,58,16,86,67.5
Malawi,MWI,2018,YR2018,..,..,..,..,213.6402506,153,..,5830741,56,16,88,..
Malawi,MWI,2019,YR2019,..,..,..,..,..,146,..,..,62,14,..,..
Malaysia,MYS,2017,YR2017,..,..,..,..,0.06831776,94,..,85,87,3.9,81,..
Malaysia,MYS,2018,YR2018,..,..,..,..,0,92,..,0,87,3.9,79,..
Malaysia,MYS,2019,YR2019,..,..,..,..,..,92,..,..,87,3.8,..,..
Maldives,MDV,2017,YR2017,..,..,73,74.8,..,34,..,..,80,2.4,68,..
Maldives,MDV,2018,YR2018,..,..,..,..,..,33,..,..,80,2.2,64,..
Maldives,MDV,2019,YR2019,..,..,..,..,..,36,..,..,80,2.1,..,..
Mali,MLI,2017,YR2017,..,..,..,..,386.7775536,55,..,2097797,63,8.6,78,..
Mali,MLI,2018,YR2018,70.9,18.7,34.2,21.4,386.7775323,53,28.3,2345475,68,7.7,80,79.1
Mali,MLI,2019,YR2019,..,..,..,..,..,52,..,..,67,7.6,..,..
Malta,MLT,2017,YR2017,..,..,..,..,..,11,..,..,87,0.72,..,..
Malta,MLT,2018,YR2018,..,..,..,..,..,14,..,..,87,0.72,..,..
Malta,MLT,2019,YR2019,..,..,..,..,..,14,..,..,160,0.72,..,..
Marshall Islands,MHL,2017,YR2017,..,..,..,..,..,439,..,..,80,48,83,..
Marshall Islands,MHL,2018,YR2018,..,..,..,..,..,918,..,..,80,101,91,..
Marshall Islands,MHL,2019,YR2019,..,..,..,..,..,483,..,..,80,53,..,..
Mauritania,MRT,2017,YR2017,..,..,..,..,55.48778751,97,..,20105,59,18,77,..
Mauritania,MRT,2018,YR2018,..,..,..,..,39.4146497,93,..,30609,59,18,81,..
Mauritania,MRT,2019,YR2019,..,..,..,..,..,89,..,..,62,16,..,..
Mauritius,MUS,2017,YR2017,..,..,..,..,..,12,..,..,80,1.6,88,..
Mauritius,MUS,2018,YR2018,..,..,..,..,..,13,..,..,80,1.2,81,..
Mauritius,MUS,2019,YR2019,..,..,..,..,..,12,..,..,80,1.5,..,..
Mexico,MEX,2017,YR2017,..,..,..,..,0.278231521,23,..,736,80,1.6,77,..
Mexico,MEX,2018,YR2018,..,..,..,..,0.300159537,23,..,803,80,1.5,76,..
Mexico,MEX,2019,YR2019,..,..,..,..,..,23,..,..,80,1.4,..,..
"Micronesia, Fed. Sts.",FSM,2017,YR2017,..,..,..,..,..,156,..,..,80,17,88,..
"Micronesia, Fed. Sts.",FSM,2018,YR2018,..,..,..,..,..,108,..,..,80,12,93,..
"Micronesia, Fed. Sts.",FSM,2019,YR2019,..,..,..,..,..,100,..,..,80,11,..,..
Middle East & North Africa,MEA,2017,YR2017,..,..,..,..,3.954450137,31,..,..,76,2.7,87,..
Middle East & North Africa,MEA,2018,YR2018,..,..,..,..,4.427398093,31,..,..,76,2.7,87,..
Middle East & North Africa,MEA,2019,YR2019,..,..,..,..,..,30,..,..,75,2.6,..,..
Middle East & North Africa (excluding high income),MNA,2017,YR2017,..,..,..,..,4.331216894,35,..,..,75,2.9,87,..
Middle East & North Africa (excluding high income),MNA,2018,YR2018,..,..,..,..,4.851971294,34,..,..,75,2.9,87,..
Middle East & North Africa (excluding high income),MNA,2019,YR2019,..,..,..,..,..,33,..,..,75,2.8,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,2017,YR2017,..,..,..,..,4.331216894,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,2018,YR2018,..,..,..,..,4.851971294,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,2017,YR2017,..,..,..,..,35.63185389,155,..,..,62,19,85,..
Middle income,MIC,2018,YR2018,..,..,..,..,34.93144225,151,..,..,68,18,84,..
Middle income,MIC,2019,YR2019,..,..,..,..,..,148,..,..,72,18,..,..
Moldova,MDA,2017,YR2017,..,..,..,..,..,95,..,..,87,6.2,81,..
Moldova,MDA,2018,YR2018,..,..,..,..,..,86,..,..,87,5.9,85,..
Moldova,MDA,2019,YR2019,..,..,..,..,..,80,..,..,87,4.9,..,..
Monaco,MCO,2017,YR2017,..,..,..,..,..,0,..,..,..,0,..,..
Monaco,MCO,2018,YR2018,..,..,..,..,..,0,..,..,..,0,..,..
Monaco,MCO,2019,YR2019,..,..,..,..,..,0,..,..,..,0,..,..
Mongolia,MNG,2017,YR2017,..,..,..,..,..,428,..,..,32,11,91,..
Mongolia,MNG,2018,YR2018,76,..,71,58.2,..,428,..,..,29,10,91,..
Mongolia,MNG,2019,YR2019,..,..,..,..,..,428,..,..,31,10,..,..
Montenegro,MNE,2017,YR2017,..,..,..,..,..,14,..,..,87,0.2,87,..
Montenegro,MNE,2018,YR2018,..,..,..,..,..,15,..,..,87,0.2,95,..
Montenegro,MNE,2019,YR2019,..,..,..,..,..,15,..,..,87,0.2,..,..
Morocco,MAR,2017,YR2017,..,..,..,..,0,100,..,0,87,8.1,88,..
Morocco,MAR,2018,YR2018,..,..,..,..,0,99,..,0,87,8,88,..
Morocco,MAR,2019,YR2019,..,..,..,..,..,97,..,..,87,7.9,..,..
Mozambique,MOZ,2017,YR2017,..,..,..,..,326.3972814,361,..,9892601,83,22,90,..
Mozambique,MOZ,2018,YR2018,..,32.7,..,..,305.3587351,361,40.6,10304472,87,19,93,72.7
Mozambique,MOZ,2019,YR2019,..,..,..,..,..,361,..,..,88,19,..,..
Myanmar,MMR,2017,YR2017,..,..,..,..,3.800648668,355,..,85019,69,50,87,..
Myanmar,MMR,2018,YR2018,..,..,..,..,3.404073238,338,..,76518,76,39,88,..
Myanmar,MMR,2019,YR2019,..,..,..,..,..,322,..,..,77,36,..,..
Namibia,NAM,2017,YR2017,..,..,..,..,46.74943185,565,..,54268,63,64,86,..
Namibia,NAM,2018,YR2018,..,..,..,..,26.70559625,524,..,30567,61,64,86,..
Namibia,NAM,2019,YR2019,..,..,..,..,..,486,..,..,64,57,..,..
Nauru,NRU,2017,YR2017,..,..,..,..,..,98,..,..,87,8,78,..
Nauru,NRU,2018,YR2018,..,..,..,..,..,54,..,..,87,4.4,100,..
Nauru,NRU,2019,YR2019,..,..,..,..,..,182,..,..,87,15,..,..
Nepal,NPL,2017,YR2017,84.9,..,61.4,37,0.386973842,253,..,623,45,63,91,..
Nepal,NPL,2018,YR2018,..,..,..,..,0.439941866,245,..,493,46,60,91,..
Nepal,NPL,2019,YR2019,..,..,..,..,..,238,..,..,46,58,..,..
Netherlands,NLD,2017,YR2017,..,..,..,..,..,5.2,..,..,87,0.14,87,..
Netherlands,NLD,2018,YR2018,..,..,..,..,..,5.3,..,..,87,0.14,86,..
Netherlands,NLD,2019,YR2019,..,..,..,..,..,5,..,..,87,0.14,..,..
New Caledonia,NCL,2017,YR2017,..,..,..,..,..,14,..,..,87,1.2,35,..
New Caledonia,NCL,2018,YR2018,..,..,..,..,..,15,..,..,87,1.2,..,..
New Caledonia,NCL,2019,YR2019,..,..,..,..,..,9.4,..,..,87,0.77,..,..
New Zealand,NZL,2017,YR2017,..,..,..,..,..,7.4,..,..,87,0.44,82,..
New Zealand,NZL,2018,YR2018,..,..,..,..,..,7.3,..,..,87,0.44,84,..
New Zealand,NZL,2019,YR2019,..,..,..,..,..,7.5,..,..,87,0.44,..,..
