Country Name,Country Code,Year,Year Code,ARI treatment (% of children under 5 taken to a health provider) [SH.STA.ARIC.ZS],Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS],Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Diarrhea treatment (% of children under 5 who received ORS packet) [SH.STA.ORTH],"Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]","Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]",Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women) [SH.MLR.IPTP.ZS],Malaria cases reported [SH.STA.MALR],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]","Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],Use of insecticide-treated bed nets (% of under-5 population) [SH.MLR.NETS.ZS]
Nicaragua,NIC,2017,YR2017,..,..,..,..,4.975272544,44,..,10949,80,2.6,86,..
Nicaragua,NIC,2018,YR2018,..,..,..,..,7.142677445,41,..,15917,80,2,87,..
Nicaragua,NIC,2019,YR2019,..,..,..,..,..,43,..,..,80,1.8,..,..
Niger,NER,2017,YR2017,..,..,..,..,356.5706254,90,..,2761268,54,18,82,..
Niger,NER,2018,YR2018,..,..,..,..,356.5706127,87,..,3046450,55,18,83,..
Niger,NER,2019,YR2019,..,..,..,..,..,84,..,..,59,16,..,..
Nigeria,NGA,2017,YR2017,23.7,..,33.4,36.8,283.0640745,219,14.9,11639713,24,63,86,49.1
Nigeria,NGA,2018,YR2018,74.5,43.5,36.4,40,291.9425142,219,16.6,13060853,24,64,87,52.2
Nigeria,NGA,2019,YR2019,..,..,..,..,..,219,..,..,27,63,..,..
North America,NAC,2017,YR2017,..,..,..,..,..,3.3,..,..,87,0.17,77,..
North America,NAC,2018,YR2018,..,..,..,..,..,3.3,..,..,87,0.17,79,..
North America,NAC,2019,YR2019,..,..,..,..,..,3.2,..,..,72,0.17,..,..
North Macedonia,MKD,2017,YR2017,..,..,..,..,..,13,..,..,80,0.98,88,..
North Macedonia,MKD,2018,YR2018,..,..,..,..,..,13,..,..,80,0.98,87,..
North Macedonia,MKD,2019,YR2019,..,..,..,..,..,12,..,..,80,0.98,..,..
Northern Mariana Islands,MNP,2017,YR2017,..,..,..,..,..,83,..,..,87,6.9,98,..
Northern Mariana Islands,MNP,2018,YR2018,..,..,..,..,..,95,..,..,87,7.6,91,..
Northern Mariana Islands,MNP,2019,YR2019,..,..,..,..,..,103,..,..,87,8.4,..,..
Norway,NOR,2017,YR2017,..,..,..,..,..,5.1,..,..,87,0.34,91,..
Norway,NOR,2018,YR2018,..,..,..,..,..,4.1,..,..,87,0.34,84,..
Norway,NOR,2019,YR2019,..,..,..,..,..,3.3,..,..,87,0.34,..,..
Not classified,INX,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,2017,YR2017,..,..,..,..,0,6.7,..,0,87,0.39,51,..
Oman,OMN,2018,YR2018,..,..,..,..,0,5.9,..,0,87,0.37,52,..
Oman,OMN,2019,YR2019,..,..,..,..,..,8.5,..,..,87,0.36,..,..
Other small states,OSS,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,2017,YR2017,..,..,..,..,4.750573882,267,..,350467,65,21,93,..
Pakistan,PAK,2018,YR2018,84.2,9.2,34.9,37.4,3.38151511,265,..,270820,64,20,93,0.4
Pakistan,PAK,2019,YR2019,..,..,..,..,..,263,..,..,58,19,..,..
Palau,PLW,2017,YR2017,..,..,..,..,..,129,..,..,87,11,80,..
Palau,PLW,2018,YR2018,..,..,..,..,..,109,..,..,87,9,82,..
Palau,PLW,2019,YR2019,..,..,..,..,..,38,..,..,87,3.1,..,..
Panama,PAN,2017,YR2017,..,..,..,..,0.201610569,57,..,649,80,5.5,73,..
Panama,PAN,2018,YR2018,..,..,..,..,0.194514638,52,..,684,80,5.3,82,..
Panama,PAN,2019,YR2019,..,..,..,..,..,37,..,..,80,5.3,..,..
Papua New Guinea,PNG,2017,YR2017,..,..,..,..,177.8443046,432,..,488878,72,59,68,..
Papua New Guinea,PNG,2018,YR2018,63,21.3,47.3,30,184.4658649,432,23.5,516249,75,54,73,51.5
Papua New Guinea,PNG,2019,YR2019,..,..,..,..,..,432,..,..,79,47,..,..
Paraguay,PRY,2017,YR2017,..,..,..,..,0,43,..,0,87,3.8,71,..
Paraguay,PRY,2018,YR2018,..,..,..,..,0,43,..,0,87,3.9,67,..
Paraguay,PRY,2019,YR2019,..,..,..,..,..,46,..,..,87,3.9,..,..
Peru,PER,2017,YR2017,..,..,..,..,5.871873356,119,..,55367,80,6.9,86,..
Peru,PER,2018,YR2018,..,..,..,..,4.652540655,119,..,45443,83,7.4,83,..
Peru,PER,2019,YR2019,..,..,..,..,..,119,..,..,82,7.3,..,..
Philippines,PHL,2017,YR2017,67.3,0.3,44.8,44.8,0.305919688,554,..,6668,54,27,91,..
Philippines,PHL,2018,YR2018,..,..,..,..,0.176744881,554,..,4267,63,26,83,..
Philippines,PHL,2019,YR2019,..,..,..,..,..,554,..,..,68,25,..,..
Poland,POL,2017,YR2017,..,..,..,..,..,17,..,..,87,1.4,..,..
Poland,POL,2018,YR2018,..,..,..,..,..,16,..,..,87,1.3,..,..
Poland,POL,2019,YR2019,..,..,..,..,..,15,..,..,87,1.2,..,..
Portugal,PRT,2017,YR2017,..,..,..,..,..,20,..,..,87,1.9,73,..
Portugal,PRT,2018,YR2018,..,..,..,..,..,21,..,..,87,1.8,67,..
Portugal,PRT,2019,YR2019,..,..,..,..,..,19,..,..,87,1.8,..,..
Post-demographic dividend,PST,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,2017,YR2017,..,34.90567045,39.3356798,..,232.2717081,..,24.04870913,..,..,..,..,53.35180151
Pre-demographic dividend,PRE,2018,YR2018,..,..,..,..,227.8077915,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,2017,YR2017,..,..,..,..,..,1.4,..,..,87,0.16,69,..
Puerto Rico,PRI,2018,YR2018,..,..,..,..,..,0.95,..,..,87,0.16,72,..
Puerto Rico,PRI,2019,YR2019,..,..,..,..,..,1.4,..,..,87,0.16,..,..
Qatar,QAT,2017,YR2017,..,..,..,..,..,25,..,..,87,0.29,64,..
Qatar,QAT,2018,YR2018,..,..,..,..,..,31,..,..,87,0.29,71,..
Qatar,QAT,2019,YR2019,..,..,..,..,..,35,..,..,87,0.28,..,..
Romania,ROU,2017,YR2017,..,..,..,..,..,72,..,..,87,4.7,86,..
Romania,ROU,2018,YR2018,..,..,..,..,..,68,..,..,87,4.4,84,..
Romania,ROU,2019,YR2019,..,..,..,..,..,66,..,..,87,4.1,..,..
Russian Federation,RUS,2017,YR2017,..,..,..,..,..,59,..,..,99,7.2,69,..
Russian Federation,RUS,2018,YR2018,..,..,..,..,..,54,..,..,99,6.5,69,..
Russian Federation,RUS,2019,YR2019,..,..,..,..,..,50,..,..,100,5.8,..,..
Rwanda,RWA,2017,YR2017,..,19.6,..,..,538.3392483,58,..,4413473,80,5,86,68
Rwanda,RWA,2018,YR2018,..,..,..,..,486.4873257,59,..,3879896,80,5.2,86,..
Rwanda,RWA,2019,YR2019,..,..,..,..,..,57,..,..,80,4.9,..,..
Samoa,WSM,2017,YR2017,..,..,..,..,..,18,..,..,87,1.5,57,..
Samoa,WSM,2018,YR2018,..,..,..,..,..,6.4,..,..,87,0.53,73,..
Samoa,WSM,2019,YR2019,..,..,..,..,..,11,..,..,87,0.86,..,..
San Marino,SMR,2017,YR2017,..,..,..,..,..,0,..,..,..,0,..,..
San Marino,SMR,2018,YR2018,..,..,..,..,..,0,..,..,..,0,..,..
San Marino,SMR,2019,YR2019,..,..,..,..,..,0,..,..,..,0,..,..
Sao Tome and Principe,STP,2017,YR2017,..,..,..,..,10.81193321,117,..,2239,57,20,75,..
Sao Tome and Principe,STP,2018,YR2018,..,..,..,..,13.9173206,124,..,2937,57,21,72,..
Sao Tome and Principe,STP,2019,YR2019,..,..,..,..,..,114,..,..,57,19,..,..
Saudi Arabia,SAU,2017,YR2017,..,..,..,..,0.066748751,10,..,177,87,2.4,90,..
Saudi Arabia,SAU,2018,YR2018,..,..,..,..,0.022593203,10,..,61,87,2.3,90,..
Saudi Arabia,SAU,2019,YR2019,..,..,..,..,..,9.9,..,..,87,2.2,..,..
Senegal,SEN,2017,YR2017,59.6,4.7,44,27.9,52.35478737,120,22,395706,72,16,87,60.7
Senegal,SEN,2018,YR2018,58.7,..,45.2,30.3,55.75255053,118,22.4,530652,71,17,89,56.4
Senegal,SEN,2019,YR2019,..,..,..,26,..,117,19.6,..,70,16,..,65.4
Serbia,SRB,2017,YR2017,..,..,..,..,..,19,..,..,87,0.97,86,..
Serbia,SRB,2018,YR2018,..,..,..,..,..,17,..,..,87,0.67,82,..
Serbia,SRB,2019,YR2019,..,..,..,..,..,14,..,..,87,0.51,..,..
Seychelles,SYC,2017,YR2017,..,..,..,..,..,19,..,..,87,0.27,56,..
Seychelles,SYC,2018,YR2018,..,..,..,..,..,18,..,..,87,0.14,67,..
Seychelles,SYC,2019,YR2019,..,..,..,..,..,16,..,..,87,0,..,..
Sierra Leone,SLE,2017,YR2017,73.8,..,51.1,77.7,364.1306779,301,26.8,1651236,71,39,90,59.5
Sierra Leone,SLE,2018,YR2018,..,..,..,..,320.4002955,298,..,1733831,75,33,89,..
Sierra Leone,SLE,2019,YR2019,85.7,..,59.7,85.3,..,295,35.7,..,77,31,..,59.1
Singapore,SGP,2017,YR2017,..,..,..,..,..,47,..,..,87,0.76,79,..
Singapore,SGP,2018,YR2018,..,..,..,..,..,47,..,..,87,0.74,80,..
Singapore,SGP,2019,YR2019,..,..,..,..,..,41,..,..,87,0.63,..,..
Sint Maarten (Dutch part),SXM,2017,YR2017,..,..,..,..,..,14,..,..,87,1.1,100,..
Sint Maarten (Dutch part),SXM,2018,YR2018,..,..,..,..,..,19,..,..,87,1.6,80,..
Sint Maarten (Dutch part),SXM,2019,YR2019,..,..,..,..,..,14,..,..,87,1.1,..,..
Slovak Republic,SVK,2017,YR2017,..,..,..,..,..,4.8,..,..,87,0.64,92,..
Slovak Republic,SVK,2018,YR2018,..,..,..,..,..,5.8,..,..,87,0.64,92,..
Slovak Republic,SVK,2019,YR2019,..,..,..,..,..,4.5,..,..,87,0.64,..,..
Slovenia,SVN,2017,YR2017,..,..,..,..,..,6.2,..,..,87,0.34,77,..
Slovenia,SVN,2018,YR2018,..,..,..,..,..,5.4,..,..,87,0.34,78,..
Slovenia,SVN,2019,YR2019,..,..,..,..,..,5.4,..,..,87,0.34,..,..
Small states,SST,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,2017,YR2017,..,..,..,..,164.3434884,73,..,52463,80,8.1,92,..
Solomon Islands,SLB,2018,YR2018,..,..,..,..,133.5902724,74,..,59188,80,8.2,92,..
Solomon Islands,SLB,2019,YR2019,..,..,..,..,..,66,..,..,80,7.3,..,..
Somalia,SOM,2017,YR2017,..,..,..,..,37.13495598,266,..,35138,43,68,86,..
Somalia,SOM,2018,YR2018,..,..,..,..,34.27427294,262,..,31021,42,67,87,..
Somalia,SOM,2019,YR2019,..,..,..,..,..,258,..,..,42,66,..,..
South Africa,ZAF,2017,YR2017,..,..,..,..,3.949675275,738,..,22517,58,37,77,..
South Africa,ZAF,2018,YR2018,..,..,..,..,1.650732655,677,..,9540,58,37,71,..
South Africa,ZAF,2019,YR2019,..,..,..,..,..,615,..,..,58,38,..,..
South Asia,SAS,2017,YR2017,76.99917005,16.4297546,40.02609262,..,7.340613691,212,..,..,62,32,84,4.146280207
South Asia,SAS,2018,YR2018,..,..,..,..,5.41030223,207,..,..,70,31,85,..
South Asia,SAS,2019,YR2019,..,..,..,..,..,203,..,..,77,30,..,..
South Asia (IDA & IBRD),TSA,2017,YR2017,76.99917005,16.4297546,40.02609262,..,7.340613691,..,..,..,..,..,..,4.146280207
South Asia (IDA & IBRD),TSA,2018,YR2018,..,..,..,..,5.41030223,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,2017,YR2017,..,..,..,..,245.7978692,227,31,1488005,41,53,80,41.7
South Sudan,SSD,2018,YR2018,..,..,..,..,235.9202742,227,..,0,59,39,81,..
South Sudan,SSD,2019,YR2019,..,..,..,..,..,227,..,..,65,34,..,..
Spain,ESP,2017,YR2017,..,..,..,..,..,11,..,..,87,0.52,61,..
Spain,ESP,2018,YR2018,..,..,..,..,..,11,..,..,87,0.52,45,..
Spain,ESP,2019,YR2019,..,..,..,..,..,9.3,..,..,94,0.52,..,..
Sri Lanka,LKA,2017,YR2017,..,..,..,..,0,64,..,0,61,4.1,85,..
Sri Lanka,LKA,2018,YR2018,..,..,..,..,0,64,..,0,64,3.8,85,..
Sri Lanka,LKA,2019,YR2019,..,..,..,..,..,64,..,..,61,3.6,..,..
St. Kitts and Nevis,KNA,2017,YR2017,..,..,..,..,..,2.2,..,..,87,1.9,0,..
St. Kitts and Nevis,KNA,2018,YR2018,..,..,..,..,..,0,..,..,..,1.9,..,..
St. Kitts and Nevis,KNA,2019,YR2019,..,..,..,..,..,1.5,..,..,..,1.9,..,..
St. Lucia,LCA,2017,YR2017,..,..,..,..,..,7,..,..,87,1.5,91,..
St. Lucia,LCA,2018,YR2018,..,..,..,..,..,3.2,..,..,87,1.6,100,..
St. Lucia,LCA,2019,YR2019,..,..,..,..,..,3.8,..,..,87,1.6,..,..
St. Martin (French part),MAF,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2017,YR2017,..,..,..,..,..,2.1,..,..,87,0.94,67,..
St. Vincent and the Grenadines,VCT,2018,YR2018,..,..,..,..,..,6.3,..,..,87,1.7,33,..
St. Vincent and the Grenadines,VCT,2019,YR2019,..,..,..,..,..,4.2,..,..,87,1.6,..,..
Sub-Saharan Africa,SSF,2017,YR2017,54.53392174,31.14172932,37.97352654,..,224.5376286,244,24.97938909,..,52,39,82,53.90289118
Sub-Saharan Africa,SSF,2018,YR2018,..,..,..,..,219.1273345,235,..,..,55,37,82,..
Sub-Saharan Africa,SSF,2019,YR2019,..,..,..,..,..,226,..,..,57,35,..,..
Sub-Saharan Africa (excluding high income),SSA,2017,YR2017,54.53392174,31.14172932,37.97352654,..,224.5376286,244,24.97938909,..,52,39,82,53.90289118
Sub-Saharan Africa (excluding high income),SSA,2018,YR2018,..,..,..,..,219.1273345,235,..,..,55,37,82,..
Sub-Saharan Africa (excluding high income),SSA,2019,YR2019,..,..,..,..,..,226,..,..,57,35,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,YR2017,54.53392174,31.14172932,37.97352654,..,224.5376286,..,24.97938909,..,..,..,..,53.90289118
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,YR2018,..,..,..,..,219.1273345,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,2017,YR2017,..,..,..,..,46.7519269,77,..,720879,65,13,80,..
Sudan,SDN,2018,YR2018,..,..,..,..,46.75192287,71,..,1638017,67,11,84,..
Sudan,SDN,2019,YR2019,..,..,..,..,..,67,..,..,69,9.9,..,..
Suriname,SUR,2017,YR2017,..,..,..,..,0.474709834,28,..,40,80,2.7,73,..
Suriname,SUR,2018,YR2018,89.1,..,54.1,45.6,0.340883712,38,..,29,80,2.8,87,..
Suriname,SUR,2019,YR2019,..,..,..,..,..,29,..,..,80,2.9,..,..
Sweden,SWE,2017,YR2017,..,..,..,..,..,5.7,..,..,87,0.23,87,..
Sweden,SWE,2018,YR2018,..,..,..,..,..,5.5,..,..,87,0.23,78,..
Sweden,SWE,2019,YR2019,..,..,..,..,..,5.5,..,..,87,0.23,..,..
Switzerland,CHE,2017,YR2017,..,..,..,..,..,7.2,..,..,87,0.31,78,..
Switzerland,CHE,2018,YR2018,..,..,..,..,..,6.4,..,..,87,0.31,82,..
Switzerland,CHE,2019,YR2019,..,..,..,..,..,5.4,..,..,87,0.31,..,..
Syrian Arab Republic,SYR,2017,YR2017,..,..,..,..,0,20,..,0,80,0.13,86,..
Syrian Arab Republic,SYR,2018,YR2018,..,..,..,..,0,19,..,0,80,0.13,89,..
Syrian Arab Republic,SYR,2019,YR2019,..,..,..,..,..,19,..,..,80,0.13,..,..
Tajikistan,TJK,2017,YR2017,68.5,..,62.5,61.7,0,85,..,0,79,8.5,91,..
Tajikistan,TJK,2018,YR2018,..,..,..,..,0,84,..,0,75,8.2,89,..
Tajikistan,TJK,2019,YR2019,..,..,..,..,..,83,..,..,74,7.9,..,..
Tanzania,TZA,2017,YR2017,..,36.2,..,..,123.9576333,269,25.8,5354819,46,45,90,54.6
Tanzania,TZA,2018,YR2018,..,..,..,..,124.2653353,253,..,6052356,53,40,92,..
Tanzania,TZA,2019,YR2019,..,..,..,..,..,237,..,..,59,35,..,..
Thailand,THA,2017,YR2017,..,..,..,..,0.952924538,156,..,12515,74,14,84,..
Thailand,THA,2018,YR2018,..,..,..,..,0.362967232,153,..,4782,80,14,85,..
Thailand,THA,2019,YR2019,..,..,..,..,..,150,..,..,84,14,..,..
Timor-Leste,TLS,2017,YR2017,..,..,..,..,0.031642944,498,..,27,56,102,88,..
Timor-Leste,TLS,2018,YR2018,..,..,..,..,0,498,..,0,60,94,88,..
Timor-Leste,TLS,2019,YR2019,..,..,..,..,..,498,..,..,63,88,..,..
Togo,TGO,2017,YR2017,39,31.1,25.1,13.6,278.1997372,41,41.7,1755577,81,3.5,82,69.7
Togo,TGO,2018,YR2018,..,..,..,..,267.3086076,38,..,1713823,81,3.3,81,..
Togo,TGO,2019,YR2019,..,..,..,..,..,37,..,..,86,2.7,..,..
Tonga,TON,2017,YR2017,..,..,..,..,..,12,..,..,87,1,82,..
Tonga,TON,2018,YR2018,..,..,..,..,..,10,..,..,87,0.82,100,..
Tonga,TON,2019,YR2019,..,..,..,..,..,11,..,..,87,0.9,..,..
Trinidad and Tobago,TTO,2017,YR2017,..,..,..,..,..,17,..,..,87,1.6,67,..
Trinidad and Tobago,TTO,2018,YR2018,..,..,..,..,..,21,..,..,87,1.6,64,..
Trinidad and Tobago,TTO,2019,YR2019,..,..,..,..,..,18,..,..,87,1.5,..,..
Tunisia,TUN,2017,YR2017,..,..,..,..,..,34,..,..,80,1.2,89,..
Tunisia,TUN,2018,YR2018,97.5,..,43.1,39.6,..,35,..,..,80,1.2,..,..
Tunisia,TUN,2019,YR2019,..,..,..,..,..,35,..,..,80,1.2,..,..
Turkey,TUR,2017,YR2017,..,..,..,..,0,17,..,0,87,0.62,86,..
Turkey,TUR,2018,YR2018,..,..,..,..,0,16,..,0,87,0.49,85,..
Turkey,TUR,2019,YR2019,..,..,..,..,..,16,..,..,87,0.36,..,..
Turkmenistan,TKM,2017,YR2017,..,..,..,..,0,43,..,0,80,11,85,..
Turkmenistan,TKM,2018,YR2018,..,..,..,..,0,46,..,0,80,11,83,..
Turkmenistan,TKM,2019,YR2019,..,..,..,..,..,45,..,..,80,10,..,..
Turks and Caicos Islands,TCA,2017,YR2017,..,..,..,..,..,12,..,..,87,1,75,..
Turks and Caicos Islands,TCA,2018,YR2018,..,..,..,..,..,6.1,..,..,87,0.5,100,..
Turks and Caicos Islands,TCA,2019,YR2019,..,..,..,..,..,12,..,..,87,0.99,..,..
Tuvalu,TUV,2017,YR2017,..,..,..,..,..,233,..,..,87,19,68,..
Tuvalu,TUV,2018,YR2018,..,..,..,..,..,270,..,..,87,22,93,..
Tuvalu,TUV,2019,YR2019,..,..,..,..,..,296,..,..,87,24,..,..
Uganda,UGA,2017,YR2017,..,..,..,..,336.759267,201,..,11667831,55,25,72,..
Uganda,UGA,2018,YR2018,..,..,..,..,289.184576,200,40.6,5759174,65,20,74,60.3
Uganda,UGA,2019,YR2019,..,..,..,..,..,200,41,..,75,16,..,60.3
Ukraine,UKR,2017,YR2017,..,..,..,..,..,84,..,..,73,7.9,76,..
Ukraine,UKR,2018,YR2018,..,..,..,..,..,80,..,..,75,7.6,77,..
Ukraine,UKR,2019,YR2019,..,..,..,..,..,77,..,..,75,7.3,..,..
United Arab Emirates,ARE,2017,YR2017,..,..,..,..,0,0.8,..,0,87,0.67,88,..
United Arab Emirates,ARE,2018,YR2018,..,..,..,..,0,0.98,..,0,87,0.67,80,..
United Arab Emirates,ARE,2019,YR2019,..,..,..,..,..,1,..,..,87,0.67,..,..
United Kingdom,GBR,2017,YR2017,..,..,..,..,..,8.8,..,..,89,0.45,81,..
United Kingdom,GBR,2018,YR2018,..,..,..,..,..,8,..,..,89,0.45,80,..
United Kingdom,GBR,2019,YR2019,..,..,..,..,..,8,..,..,89,0.45,..,..
United States,USA,2017,YR2017,..,..,..,..,..,3.1,..,..,87,0.17,77,..
United States,USA,2018,YR2018,..,..,..,..,..,3,..,..,87,0.17,79,..
United States,USA,2019,YR2019,..,..,..,..,..,3,..,..,87,0.17,..,..
Upper middle income,UMC,2017,YR2017,..,..,..,..,1.879042828,95,..,..,71,6.9,85,..
Upper middle income,UMC,2018,YR2018,..,..,..,..,1.784678197,92,..,..,77,6.7,85,..
Upper middle income,UMC,2019,YR2019,..,..,..,..,..,89,..,..,76,6.4,..,..
Uruguay,URY,2017,YR2017,..,..,..,..,..,31,..,..,87,1.9,73,..
Uruguay,URY,2018,YR2018,..,..,..,..,..,33,..,..,87,2,72,..
Uruguay,URY,2019,YR2019,..,..,..,..,..,35,..,..,87,2,..,..
Uzbekistan,UZB,2017,YR2017,..,..,..,..,0,73,..,0,72,5.6,89,..
Uzbekistan,UZB,2018,YR2018,..,..,..,..,0,70,..,0,72,5.1,92,..
Uzbekistan,UZB,2019,YR2019,..,..,..,..,..,67,..,..,73,4.7,..,..
Vanuatu,VUT,2017,YR2017,..,..,..,..,7.936980515,51,..,1227,63,9.2,96,..
Vanuatu,VUT,2018,YR2018,..,..,..,..,3.987357991,46,..,632,67,7.5,90,..
Vanuatu,VUT,2019,YR2019,..,..,..,..,..,41,..,..,75,5.4,..,..
"Venezuela, RB",VEN,2017,YR2017,..,..,..,..,32.63404992,45,..,411586,80,2.6,82,..
"Venezuela, RB",VEN,2018,YR2018,..,..,..,..,32.67858238,48,..,404924,80,2.6,84,..
"Venezuela, RB",VEN,2019,YR2019,..,..,..,..,..,45,..,..,80,2.6,..,..
Vietnam,VNM,2017,YR2017,..,..,..,..,0.078614872,188,..,4548,58,12,92,..
Vietnam,VNM,2018,YR2018,..,..,..,..,0.082282062,182,..,4813,57,11,91,..
Vietnam,VNM,2019,YR2019,..,..,..,..,..,176,..,..,60,9.8,..,..
Virgin Islands (U.S.),VIR,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,2017,YR2017,..,..,..,..,..,0.76,..,..,80,0.08,100,..
West Bank and Gaza,PSE,2018,YR2018,..,..,..,..,..,0.77,..,..,80,0.08,87,..
West Bank and Gaza,PSE,2019,YR2019,..,..,..,..,..,0.53,..,..,80,0.06,..,..
World,WLD,2017,YR2017,..,..,..,..,58.98838665,135,..,..,62,17,85,..
World,WLD,2018,YR2018,..,..,..,..,57.43316993,133,..,..,68,16,85,..
World,WLD,2019,YR2019,..,..,..,..,..,130,..,..,71,16,..,..
"Yemen, Rep.",YEM,2017,YR2017,..,..,..,..,41.63530579,48,..,114004,73,6.6,89,..
"Yemen, Rep.",YEM,2018,YR2018,..,..,..,..,45.83874642,48,..,117652,71,6.9,88,..
"Yemen, Rep.",YEM,2019,YR2019,..,..,..,..,..,48,..,..,73,6.5,..,..
Zambia,ZMB,2017,YR2017,..,..,..,..,160.0459676,361,..,5505639,59,29,90,..
Zambia,ZMB,2018,YR2018,76,34.9,57.1,66.8,156.7012919,346,58.7,5039679,58,28,90,51.6
Zambia,ZMB,2019,YR2019,..,..,..,..,..,333,..,..,61,33,..,..
Zimbabwe,ZWE,2017,YR2017,..,..,..,..,108.5499901,221,..,467508,82,8.3,83,..
Zimbabwe,ZWE,2018,YR2018,..,..,..,..,51.00378117,210,..,263346,83,7.7,84,..
Zimbabwe,ZWE,2019,YR2019,48,..,45.6,32.8,..,199,12.5,..,72,11,..,14.9
